,Name,Description,Address,Rating,Feature,City,Category,Image,lat,lng,Google Maps URL,Combined,Tokens
399,Break Time Cafe,café serf fresh drinks coffee tea provides delicious food serf meal child serf salads,"Tahlia, Jeddah Saudi Arabia",3.5,detail price range 15  20 cuisine cafe international special diet halal view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/14/c1/4c/f8/20180919-170923-largejpg.jpg,21.55871,39.18469,https://www.google.com/maps/search/?q=163.+Break+Time+Cafe%2C+Tahlia%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant café serf fresh drinks coffee tea provides delicious food serf meal child serf salads detail price range 15  20 cuisine cafe international special diet halal view detail meals feature Break Time Cafe,"['restaurant', 'café', 'serf', 'fresh', 'drinks', 'coffee', 'tea', 'provides', 'delicious', 'food', 'serf', 'meal', 'child', 'serf', 'salads', 'detail', 'price', 'range', '15', '20', 'cuisine', 'cafe', 'international', 'special', 'diet', 'halal', 'view', 'detail', 'meals', 'feature', 'Break', 'Time', 'Cafe']"
400,Knead Bakery,simple bright café serf breakfast includes sandwich salad,"Sari Branch Rd, Al Khalidiyyah, Jeddah 23445 Sari Branch, Jeddah 23445 Saudi Arabia",4.0,detail cuisine cafe arabic meal breakfast brunch feature seating table service view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-p/14/f2/16/51/photo0jpg.jpg,21.57336,39.13968,https://www.google.com/maps/search/?q=164.+Knead+Bakery%2C+Sari+Branch+Rd%2C+Al+Khalidiyyah%2C+Jeddah+23445+Sari+Branch%2C+Jeddah+23445+Saudi+Arabia%2C+Jeddah,restaurant simple bright café serf breakfast includes sandwich salad detail cuisine cafe arabic meal breakfast brunch feature seating table service view detail feature Knead Bakery,"['restaurant', 'simple', 'bright', 'café', 'serf', 'breakfast', 'includes', 'sandwich', 'salad', 'detail', 'cuisine', 'cafe', 'arabic', 'meal', 'breakfast', 'brunch', 'feature', 'seating', 'table', 'service', 'view', 'detail', 'feature', 'Knead', 'Bakery']"
401,Darat Al Qahwa,darat qahwa saudi arabias specialty coffee roastera proudly arabian brand offering selection delicious fresh roasted nuts …,Jeddah 23621 Saudi Arabia,4.0,detail meal breakfast view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-p/16/c6/07/bd/caption.jpg,21.63691,39.13206,https://www.google.com/maps/search/?q=165.+Darat+Al+Qahwa%2C+Jeddah+23621+Saudi+Arabia%2C+Jeddah,restaurant darat qahwa saudi arabias specialty coffee roastera proudly arabian brand offering selection delicious fresh roasted nuts … detail meal breakfast view detail Darat Al Qahwa,"['restaurant', 'darat', 'qahwa', 'saudi', 'arabias', 'specialty', 'coffee', 'roastera', 'proudly', 'arabian', 'brand', 'offering', 'selection', 'delicious', 'fresh', 'roasted', 'nuts', '…', 'detail', 'meal', 'breakfast', 'view', 'detail', 'Darat', 'Al', 'Qahwa']"
402,Tikka Express,welcome tikka express distinctive variety indian delicacies section individual ground floor another section family upper floor offer variety option craving indian taste,Jeddah Saudi Arabia,4.0,detail cuisine indian asian special diet halal vegetarian friendly vegan option meal lunch dinner view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-p/0b/88/5d/e1/fb-img-1459124033761.jpg,21.51094,39.16591,https://www.google.com/maps/search/?q=167.+Tikka+Express%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant welcome tikka express distinctive variety indian delicacies section individual ground floor another section family upper floor offer variety option craving indian taste detail cuisine indian asian special diet halal vegetarian friendly vegan option meal lunch dinner view detail meals feature Tikka Express,"['restaurant', 'welcome', 'tikka', 'express', 'distinctive', 'variety', 'indian', 'delicacies', 'section', 'individual', 'ground', 'floor', 'another', 'section', 'family', 'upper', 'floor', 'offer', 'variety', 'option', 'craving', 'indian', 'taste', 'detail', 'cuisine', 'indian', 'asian', 'special', 'diet', 'halal', 'vegetarian', 'friendly', 'vegan', 'option', 'meal', 'lunch', 'dinner', 'view', 'detail', 'meals', 'feature', 'Tikka', 'Express']"
403,Harley Davidson Cafe,kind coffee cakes etc,"Sabeen, Jeddah Saudi Arabia",4.0,detail cuisine american feature wheelchair accessible view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/08/4b/eb/39/harley-davidson-cafe.jpg,21.52727,39.1609,https://www.google.com/maps/search/?q=168.+Harley+Davidson+Cafe%2C+Sabeen%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant kind coffee cakes etc detail cuisine american feature wheelchair accessible view detail Harley Davidson Cafe,"['restaurant', 'kind', 'coffee', 'cakes', 'etc', 'detail', 'cuisine', 'american', 'feature', 'wheelchair', 'accessible', 'view', 'detail', 'Harley', 'Davidson', 'Cafe']"
404,Al Dente,still serve good italian,"Sari St, Jeddah Saudi Arabia",4.0,detail price range 5  15 cuisine italian pizza special diet vegetarian friendly view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/17/d3/5d/23/caption.jpg,21.4817,39.1828,https://www.google.com/maps/search/?q=169.+Al+Dente%2C+Sari+St%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant still serve good italian detail price range 5  15 cuisine italian pizza special diet vegetarian friendly view detail meals feature Al Dente,"['restaurant', 'still', 'serve', 'good', 'italian', 'detail', 'price', 'range', '5', '15', 'cuisine', 'italian', 'pizza', 'special', 'diet', 'vegetarian', 'friendly', 'view', 'detail', 'meals', 'feature', 'Al', 'Dente']"
405,Semsom JEddah,lebanese cuisine,"Prince Sultan St., Jeddah, Saudi Arabia, Jeddah 21352 Saudi Arabia",4.0,detail price range 3  8 cuisine lebanese mediterranean middle eastern fusion healthy special diet halal view detail meals features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/05/89/5e/92/semsom-jeddah.jpg,21.55969,39.14268,https://www.google.com/maps/search/?q=170.+Semsom+JEddah%2C+Prince+Sultan+St.%2C+Jeddah%2C+Saudi+Arabia%2C+Jeddah+21352+Saudi+Arabia%2C+Jeddah,restaurant lebanese cuisine detail price range 3  8 cuisine lebanese mediterranean middle eastern fusion healthy special diet halal view detail meals features Semsom JEddah,"['restaurant', 'lebanese', 'cuisine', 'detail', 'price', 'range', '3', '8', 'cuisine', 'lebanese', 'mediterranean', 'middle', 'eastern', 'fusion', 'healthy', 'special', 'diet', 'halal', 'view', 'detail', 'meals', 'features', 'Semsom', 'JEddah']"
406,Classic Burger,burger celipretes,"King's Road, Jeddah 21333 Saudi Arabia",3.5,detail cuisine american fusion meal lunch dinner feature takeout seating view detail features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/0c/c7/33/76/caption.jpg,21.5591,39.1253,https://www.google.com/maps/search/?q=172.+Classic+Burger%2C+King%27s+Road%2C+Jeddah+21333+Saudi+Arabia%2C+Jeddah,restaurant burger celipretes detail cuisine american fusion meal lunch dinner feature takeout seating view detail features Classic Burger,"['restaurant', 'burger', 'celipretes', 'detail', 'cuisine', 'american', 'fusion', 'meal', 'lunch', 'dinner', 'feature', 'takeout', 'seating', 'view', 'detail', 'features', 'Classic', 'Burger']"
407,The Bay Restaurant,serf traditional indian cuisine,"Sharie Qarish‎, Jeddah 23443 Saudi Arabia",5.0,detail cuisine indian meal lunch dinner view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1c/2a/5e/a5/yummy-must-try-it-out.jpg,21.58397,39.1569,https://www.google.com/maps/search/?q=173.+The+Bay+Restaurant%2C+Sharie+Qarish%E2%80%8E%2C+Jeddah+23443+Saudi+Arabia%2C+Jeddah,restaurant serf traditional indian cuisine detail cuisine indian meal lunch dinner view detail The Bay Restaurant,"['restaurant', 'serf', 'traditional', 'indian', 'cuisine', 'detail', 'cuisine', 'indian', 'meal', 'lunch', 'dinner', 'view', 'detail', 'The', 'Bay', 'Restaurant']"
408,Sketch Burger,sketch burger one popular loved burger place jeddah vibrant color scheme great area families offer variety option american taste lovers use brown bread burgers staff really nice helpful truly best place enjoy spending time friend family sketch burger sketch burger helmi koutbi az zahra district jeddah,"4036 Hilmi Kutbi, AZ Zahra District, Jeddah Saudi Arabia",4.5,detail cuisine american meal lunch dinner late night view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/17/44/b5/e6/sketch-burger.jpg,38.89037,-77.03196,https://www.google.com/maps/search/?q=175.+Sketch+Burger%2C+4036+Hilmi+Kutbi%2C+AZ+Zahra+District%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant sketch burger one popular loved burger place jeddah vibrant color scheme great area families offer variety option american taste lovers use brown bread burgers staff really nice helpful truly best place enjoy spending time friend family sketch burger sketch burger helmi koutbi az zahra district jeddah detail cuisine american meal lunch dinner late night view detail Sketch Burger,"['restaurant', 'sketch', 'burger', 'one', 'popular', 'loved', 'burger', 'place', 'jeddah', 'vibrant', 'color', 'scheme', 'great', 'area', 'families', 'offer', 'variety', 'option', 'american', 'taste', 'lovers', 'use', 'brown', 'bread', 'burgers', 'staff', 'really', 'nice', 'helpful', 'truly', 'best', 'place', 'enjoy', 'spending', 'time', 'friend', 'family', 'sketch', 'burger', 'sketch', 'burger', 'helmi', 'koutbi', 'az', 'zahra', 'district', 'jeddah', 'detail', 'cuisine', 'american', 'meal', 'lunch', 'dinner', 'late', 'night', 'view', 'detail', 'Sketch', 'Burger']"
409,Shobak,shobaks main concept serve redefined pie prepared fresh homemade ingredient reinforced continuous improvement box creations,"Hamad Al Jaser Rd,, Jeddah Saudi Arabia",4.5,detail cuisine fast food special diet vegetarian friendly meal brunch breakfast lunch dinner view detail meal,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/0e/7c/1c/97/photo0jpg.jpg,21.5316,39.16693,https://www.google.com/maps/search/?q=177.+Shobak%2C+Hamad+Al+Jaser+Rd%2C%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant shobaks main concept serve redefined pie prepared fresh homemade ingredient reinforced continuous improvement box creations detail cuisine fast food special diet vegetarian friendly meal brunch breakfast lunch dinner view detail meal Shobak,"['restaurant', 'shobaks', 'main', 'concept', 'serve', 'redefined', 'pie', 'prepared', 'fresh', 'homemade', 'ingredient', 'reinforced', 'continuous', 'improvement', 'box', 'creations', 'detail', 'cuisine', 'fast', 'food', 'special', 'diet', 'vegetarian', 'friendly', 'meal', 'brunch', 'breakfast', 'lunch', 'dinner', 'view', 'detail', 'meal', 'Shobak']"
410,Urth Caffe,urth caffe nice place hang one best cafe go jeddah vibe really cool outdoor seating beautiful winter variety option satisfy tastes urth caffe kale salad salmon eggs urth chicken parm sandwich margarita pizza many item choose from hot cold drinks dessert winner like nutella tart vegan cake marble cake hazelnut chocolate cake etc truly best atmosphere area urth caffe le prestige mall 85488350 mitab ibn awf ash shati jeddah,"King Abdulaziz Branch Road Le Prestige Mall, Jeddah 23414 Saudi Arabia",4.0,detail cuisine cafe fusion healthy meal breakfast lunch feature seating view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1a/61/c5/05/coffe-bar-at-the-entrance.jpg,38.89037,-77.03196,https://www.google.com/maps/search/?q=179.+Urth+Caffe%2C+King+Abdulaziz+Branch+Road+Le+Prestige+Mall%2C+Jeddah+23414+Saudi+Arabia%2C+Jeddah,restaurant urth caffe nice place hang one best cafe go jeddah vibe really cool outdoor seating beautiful winter variety option satisfy tastes urth caffe kale salad salmon eggs urth chicken parm sandwich margarita pizza many item choose from hot cold drinks dessert winner like nutella tart vegan cake marble cake hazelnut chocolate cake etc truly best atmosphere area urth caffe le prestige mall 85488350 mitab ibn awf ash shati jeddah detail cuisine cafe fusion healthy meal breakfast lunch feature seating view detail feature Urth Caffe,"['restaurant', 'urth', 'caffe', 'nice', 'place', 'hang', 'one', 'best', 'cafe', 'go', 'jeddah', 'vibe', 'really', 'cool', 'outdoor', 'seating', 'beautiful', 'winter', 'variety', 'option', 'satisfy', 'tastes', 'urth', 'caffe', 'kale', 'salad', 'salmon', 'eggs', 'urth', 'chicken', 'parm', 'sandwich', 'margarita', 'pizza', 'many', 'item', 'choose', 'from', 'hot', 'cold', 'drinks', 'dessert', 'winner', 'like', 'nutella', 'tart', 'vegan', 'cake', 'marble', 'cake', 'hazelnut', 'chocolate', 'cake', 'etc', 'truly', 'best', 'atmosphere', 'area', 'urth', 'caffe', 'le', 'prestige', 'mall', '85488350', 'mitab', 'ibn', 'awf', 'ash', 'shati', 'jeddah', 'detail', 'cuisine', 'cafe', 'fusion', 'healthy', 'meal', 'breakfast', 'lunch', 'feature', 'seating', 'view', 'detail', 'feature', 'Urth', 'Caffe']"
411,Chef's Homemade Burger Gourmet,chef homemade burger gourmet famous burgers brisket ribs one best place get smoked meat variety burger like brisket beef rib beef beef burgers chicken burgers dangerous fries many option eat burger mouthwatering cheesy dessert cookies ice cream brownie well presentation really amazing clean tidy single family sections decor elegant simple atmosphere nice seating area comfortable chef homemade burger gourmet awali near shawarma sauce makkah,"Prince Sultan Road, Jeddah Saudi Arabia",4.0,detail cuisine american barbecue meal lunch dinner feature seating view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/16/e6/e9/68/20190313-180737-largejpg.jpg,21.57308,39.13698,https://www.google.com/maps/search/?q=180.+Chef%27s+Homemade+Burger+Gourmet%2C+Prince+Sultan+Road%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant chef homemade burger gourmet famous burgers brisket ribs one best place get smoked meat variety burger like brisket beef rib beef beef burgers chicken burgers dangerous fries many option eat burger mouthwatering cheesy dessert cookies ice cream brownie well presentation really amazing clean tidy single family sections decor elegant simple atmosphere nice seating area comfortable chef homemade burger gourmet awali near shawarma sauce makkah detail cuisine american barbecue meal lunch dinner feature seating view detail feature Chef's Homemade Burger Gourmet,"['restaurant', 'chef', 'homemade', 'burger', 'gourmet', 'famous', 'burgers', 'brisket', 'ribs', 'one', 'best', 'place', 'get', 'smoked', 'meat', 'variety', 'burger', 'like', 'brisket', 'beef', 'rib', 'beef', 'beef', 'burgers', 'chicken', 'burgers', 'dangerous', 'fries', 'many', 'option', 'eat', 'burger', 'mouthwatering', 'cheesy', 'dessert', 'cookies', 'ice', 'cream', 'brownie', 'well', 'presentation', 'really', 'amazing', 'clean', 'tidy', 'single', 'family', 'sections', 'decor', 'elegant', 'simple', 'atmosphere', 'nice', 'seating', 'area', 'comfortable', 'chef', 'homemade', 'burger', 'gourmet', 'awali', 'near', 'shawarma', 'sauce', 'makkah', 'detail', 'cuisine', 'american', 'barbecue', 'meal', 'lunch', 'dinner', 'feature', 'seating', 'view', 'detail', 'feature', 'Chef', ""'s"", 'Homemade', 'Burger', 'Gourmet']"
412,Koreana,koreana chicken fast  asian  korean,"3328 Al Ihsan Al Hambra District, Jeddah 23323 Saudi Arabia",5.0,detail cuisine asian korean view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/17/75/e9/14/img-20190509-191234-largejpg.jpg,21.5316,39.16693,https://www.google.com/maps/search/?q=181.+Koreana%2C+3328+Al+Ihsan+Al+Hambra+District%2C+Jeddah+23323+Saudi+Arabia%2C+Jeddah,restaurant koreana chicken fast  asian  korean detail cuisine asian korean view detail Koreana,"['restaurant', 'koreana', 'chicken', 'fast', 'asian', 'korean', 'detail', 'cuisine', 'asian', 'korean', 'view', 'detail', 'Koreana']"
